Index,ID,Category,Subcategory,Question Number,Is Multi Select,Question Text,Option 1,Option 2,Option 3,Option 4,Option 5,Option 6,Correct Answers,Explanation,Personal Notes
278,security-questions1-q5,Security,Questions1,5,No,How are ACLs stored and managed in Kafka for KRaft mode?,ACLs are stored in a Controller node's local file system and managed using Kafka command-line tools,ACLs are stored in the `__cluster_metadata` topic and managed using Kafka command-line tools,ACLs are stored in a dedicated ACL server and managed through a REST API,ACLs are stored in the Kafka broker's local file system and managed using configuration files,,,B,"**Answer:** B

**Explanation:**
The default authorizer (for ZooKeeper Kafka) is `AclAuthorizer`, which you specify in each broker's configuration: ``authorizer.class.name=kafka.security.authorizer.AclAuthorizer``.
However, if you are using Kafka's native consensus implementation based on KRaft then you'll use a new built-in ``StandardAuthorizer`` that doesn't depend on ZooKeeper.
``StandardAuthorizer`` accomplishes all of the same things that ``AclAuthorizer`` does for ZooKeeper-dependent clusters, and it stores its ACLs in the ``__cluster_metadata`` metadata topic.
See [Confluent course on authorization](https://developer.confluent.io/courses/security/authorization/#:~:text=it%20stores%20its%20ACLs%20in%20the%20__cluster_metadata%20metadata%20topic)",
279,security-questions1-q6,Security,Questions1,6,No,What happens when a client tries to perform an operation that is not allowed by the configured ACLs?,"The operation is performed, but a warning is logged in the Kafka broker logs","The operation is rejected, and the client receives an authorization error","The operation is performed, but the message is flagged as unauthorized",The operation is delayed until the necessary ACLs are added,,,B,"**Answer:** B

**Explanation:**
When a client tries to perform an operation that is not allowed by the configured ACLs, the operation is rejected, and the client receives an authorization error. Kafka brokers enforce the ACLs by checking the permissions of the client against the requested operation and resource. If the client does not have the necessary privileges, the broker denies the operation and returns an authorization error to the client. The client can then handle the error accordingly, such as logging the failure, retrying with different credentials, or propagating the error to the application. The unauthorized operation is not performed, and no data is processed or modified. This behavior ensures that Kafka maintains the integrity and security of the system by strictly enforcing the defined access control rules.",
280,security-questions1-q7,Security,Questions1,7,No,What is the purpose of the `CreateTopics` ACL operation in Kafka?,To allow a client to create new topics in a Kafka cluster,To permit a client to produce messages to a specific topic,To grant a client permission to delete topics from a Kafka cluster,To enable a client to modify the configuration of existing topics,,,A,"**Answer:** A

**Explanation:**
The `CreateTopics` ACL operation in Kafka is used to allow a client to create new topics in a Kafka cluster. When a client has been granted the `CreateTopics` permission, it is authorized to send requests to the Kafka brokers to create new topics. This ACL operation is typically assigned to administrative clients or applications responsible for managing the topic lifecycle in a Kafka cluster. By default, Kafka brokers are configured to require `CreateTopics` permission for any client attempting to create a new topic. This ensures that only authorized clients can create topics and helps maintain control over the topic management process in the cluster.",
281,security-questions1-q8,Security,Questions1,8,No,What is the difference between `Read` and `Write` ACL operations in Kafka?,"`Read` allows consuming messages, while `Write` allows producing messages","`Read` allows producing messages, while `Write` allows consuming messages","`Read` allows modifying topic configurations, while `Write` allows deleting topics",`Read` and `Write` are equivalent and can be used interchangeably,,,A,"**Answer:** A

**Explanation:**
In Kafka, the `Read` ACL operation allows a client to consume messages from a specific topic, while the `Write` ACL operation allows a client to produce messages to a specific topic. The `Read` permission grants the client the ability to read and fetch messages from the topic, including the metadata required for consumption. On the other hand, the `Write` permission authorizes the client to send messages to the topic and update its content. It's important to note that `Read` and `Write` operations are distinct and serve different purposes. A client with `Read` permission cannot produce messages, and a client with `Write` permission cannot consume messages. The permissions are specific to the respective operations and should be granted based on the client's intended actions.",
282,security-questions1-q9,Security,Questions1,9,No,How can you grant a client permission to describe topics and consumer groups in a Kafka cluster?,Assign the `DescribeConfigs` ACL operation to the client,Grant the `Describe` ACL operation to the client,Provide the `AlterConfigs` ACL operation to the client,Give the `IdempotentWrite` ACL operation to the client,,,B,"**Answer:** B

**Explanation:**
To grant a client permission to describe topics and consumer groups in a Kafka cluster, you need to assign the `Describe` ACL operation to the client. The `Describe` permission allows a client to view the metadata and details of topics and consumer groups without the ability to modify or delete them. With the `Describe` ACL, a client can send requests to the Kafka brokers to retrieve information such as the list of partitions, replica assignments, and configuration settings for topics. It can also query the state and membership of consumer groups. The `Describe` ACL is commonly used by monitoring and administrative tools to gather information about the Kafka cluster's state without making any changes to the topics or consumer groups.",
283,security-questions1-q10,Security,Questions1,10,No,What is the purpose of the `ssl.keystore.location` and `ssl.keystore.password` configurations in Kafka?,To specify the location and password of the truststore for verifying client certificates,To specify the location and password of the keystore for broker authentication,To specify the location and password of the keystore for client authentication,To specify the location and password of the truststore for broker authentication,,,B,"**Answer:** B

**Explanation:**
In Kafka, the `ssl.keystore.location` and `ssl.keystore.password` configurations are used to specify the location and password of the keystore for broker authentication. When SSL/TLS is enabled for inter-broker communication or client-broker communication, each Kafka broker needs to have a keystore that contains its private key and certificate. The `ssl.keystore.location` configuration points to the file path of the keystore on the broker's file system, while the `ssl.keystore.password` configuration provides the password required to access the keystore. These configurations are essential for setting up SSL/TLS authentication on the broker side, allowing the broker to securely authenticate itself to clients and other brokers.",
284,security-questions2-q11,Security,Questions2,11,No,What is the role of the `ssl.truststore.location` and `ssl.truststore.password` configurations in Kafka?,To specify the location and password of the keystore for storing the broker's private key,To specify the location and password of the truststore for storing trusted client certificates,To specify the location and password of the keystore for storing trusted broker certificates,To specify the location and password of the truststore for verifying broker certificates,,,D,"**Explanation:**

The `ssl.truststore.location` and `ssl.truststore.password` configurations in Kafka are used to specify the location and password of the truststore for verifying broker certificates. In an SSL/TLS setup, the truststore contains the trusted certificates of the Kafka brokers. When a client or another broker establishes a secure connection to a Kafka broker, it uses the certificates in the truststore to verify the identity of the broker. The `ssl.truststore.location` configuration specifies the file path of the truststore on the client or broker's file system, and the `ssl.truststore.password` configuration provides the password needed to access the truststore. These configurations are crucial for enabling trust verification and ensuring secure communication between clients and brokers.

**Answer:** D",
285,security-questions2-q12,Security,Questions2,12,No,How can you enable SSL/TLS encryption for communication between Kafka brokers?,Set `ssl.enabled.protocols` to `SSL` in the broker configuration,Set `security.inter.broker.protocol` to `SSL` in the broker configuration,Set `ssl.client.auth` to `required` in the broker configuration,Set `ssl.endpoint.identification.algorithm` to `HTTPS` in the broker configuration,,,B,"**Explanation:**

To enable SSL/TLS encryption for communication between Kafka brokers, you need to set the `security.inter.broker.protocol` configuration to `SSL` in the broker configuration. By default, Kafka brokers communicate with each other using plaintext. By setting `security.inter.broker.protocol` to `SSL`, you instruct the brokers to use SSL/TLS encryption for inter-broker communication. This ensures that all data exchanged between brokers, including replication traffic and controller communication, is encrypted and secure. When enabling SSL/TLS for inter-broker communication, you also need to configure the appropriate SSL/TLS settings, such as the keystore and truststore locations and passwords, to establish secure connections between the brokers.

**Answer:** B",
286,security-questions2-q13,Security,Questions2,13,No,What is the purpose of the `ssl.client.auth` configuration in Kafka?,To specify the SSL/TLS protocol version to be used for client authentication,To enable or disable SSL/TLS encryption for client connections,"To configure the client authentication mode (none, optional, or required)",To set the location of the client certificate for authentication,,,C,"**Explanation:**

The `ssl.client.auth` configuration in Kafka is used to configure the client authentication mode when SSL/TLS is enabled. It determines how the Kafka broker handles client authentication during the SSL/TLS handshake process. The `ssl.client.auth` configuration can be set to one of three values:

- `none`: Client authentication is not required. The broker does not request or verify client certificates.
- `requested`: Client authentication is optional. The broker requests client certificates but does not require them. If a client provides a certificate, it will be verified.
- `required`: Client authentication is mandatory. The broker requires clients to provide a valid certificate for authentication.

- B. configuring `ssl.client.auth`, you can enforce the desired level of client authentication security in your Kafka cluster.

**Answer:** C

**Area:** Security",
287,security-questions2-q14,Security,Questions2,14,No,What happens when `ssl.client.auth` is set to `required` in the Kafka broker configuration?,Clients are required to provide a valid certificate for authentication,Clients can choose to provide a certificate optionally,"Client authentication is disabled, and no certificates are requested",The broker uses the default SSL/TLS protocol version for client authentication,,,A,"**Explanation:**

When the `ssl.client.auth` configuration is set to `required` in the Kafka broker configuration, clients are required to provide a valid certificate for authentication. In this mode, the Kafka broker enforces mandatory client authentication during the SSL/TLS handshake process. When a client establishes a connection to the broker, the broker requests the client's certificate and verifies its validity against the trusted certificates stored in the broker's truststore. Only clients with a valid and trusted certificate are allowed to proceed with the connection. If a client fails to provide a certificate or provides an invalid certificate, the connection is rejected. Setting `ssl.client.auth` to `required` ensures that all clients connecting to the Kafka cluster are authenticated and trusted.

**Answer:** A",
288,security-questions2-q15,Security,Questions2,15,No,What is the default value of the `ssl.client.auth` configuration in Kafka?,`none`,`requested`,`required`,`optional`,,,A,"**Explanation:**

The default value of the `ssl.client.auth` configuration in Kafka is `none`. When `ssl.client.auth` is not explicitly set in the Kafka broker configuration, it assumes the default value of `none`. In this mode, client authentication is not required, and the Kafka broker does not request or verify client certificates during the SSL/TLS handshake process. Clients can establish connections to the broker without providing any authentication credentials. This default behavior prioritizes simplicity and ease of use but does not enforce client authentication. If you need to enable client authentication, you must explicitly set `ssl.client.auth` to `requested` or `required` in the broker configuration.

**Answer:** A",
289,security-questions2-q16,Security,Questions2,16,No,What is the purpose of the `sasl.kerberos.service.name` configuration in Kafka?,To specify the Kerberos principal name for the Kafka broker,To set the Kerberos realm for SASL authentication,To configure the Kerberos key distribution center (KDC) hostname,To define the service name used by Kafka brokers for SASL authentication,,,D,"**Explanation:**

The `sasl.kerberos.service.name` configuration in Kafka is used to define the service name used by Kafka brokers for SASL authentication when Kerberos is enabled. In a Kerberos-based SASL authentication setup, Kafka clients and brokers use Kerberos tickets to authenticate with each other. The `sasl.kerberos.service.name` configuration specifies the service name that Kafka brokers use to obtain Kerberos tickets from the Kerberos key distribution center (KDC). This service name is typically set to `kafka` but can be customized based on your Kerberos setup. It is important to ensure that the service name configured in Kafka matches the service name used in the Kerberos principal and keytab files for the Kafka brokers.

**Answer:** D",
290,security-questions2-q17,Security,Questions2,17,No,What is the role of the `sasl.jaas.config` configuration in Kafka SASL authentication?,To specify the path to the JAAS configuration file for SASL authentication,"To set the SASL mechanism to be used for authentication (e.g., PLAIN, SCRAM)",To configure the SASL client and server callbacks for authentication,To enable or disable SASL authentication in Kafka,,,C,"**Explanation:**

The `sasl.jaas.config` configuration in Kafka is used to specify the JAAS (Java Authentication and Authorization Service) configuration for SASL authentication. JAAS is a pluggable authentication framework used by Kafka to configure and handle authentication mechanisms. The `sasl.jaas.config` configuration allows you to provide the necessary authentication details, such as the login module, principal, and credentials, directly in the Kafka configuration. It eliminates the need for a separate JAAS configuration file. The value of `sasl.jaas.config` is a string that represents the JAAS configuration, including the login module class, principal, and any additional options required for authentication. It is a convenient way to configure SASL authentication settings directly in the Kafka broker or client configuration.

**Answer:** C",
291,security-questions2-q18,Security,Questions2,18,No,What is the purpose of the `sasl.mechanism` configuration in Kafka SASL authentication?,"To specify the SASL mechanism to be used for authentication (e.g., PLAIN, SCRAM)",To configure the SASL client and server callbacks for authentication,To set the path to the JAAS configuration file for SASL authentication,To enable or disable SASL authentication in Kafka,,,A,"**Explanation:**

The `sasl.mechanism` configuration in Kafka is used to specify the SASL mechanism to be used for authentication. SASL (Simple Authentication and Security Layer) is a framework that provides authentication and optional encryption for network protocols. Kafka supports multiple SASL mechanisms, such as PLAIN, SCRAM (Salted Challenge Response Authentication Mechanism), and GSSAPI (Kerberos). The `sasl.mechanism` configuration allows you to choose the specific SASL mechanism that Kafka should use for authentication. For example, setting `sasl.mechanism=PLAIN` configures Kafka to use the PLAIN mechanism, which transmits credentials in plaintext. Setting `sasl.mechanism=SCRAM-SHA-256` configures Kafka to use the SCRAM mechanism with SHA-256 hashing for secure password-based authentication. The available SASL mechanisms depend on the Kafka version and the security libraries installed.

**Answer:** A",
292,security-questions2-q19,Security,Questions2,19,No,What security protocol does Kafka use by default for communication between clients and brokers?,SSL/TLS,SASL_PLAINTEXT,PLAINTEXT,SASL_SSL,,,C,"**Explanation:**

- B. default, Kafka uses the PLAINTEXT security protocol for communication between clients and brokers. The PLAINTEXT protocol does not provide any encryption or authentication and sends data in plain text over the network. It is the simplest and most basic security protocol in Kafka, offering no security measures out of the box. While PLAINTEXT is the default protocol, it is not recommended for production environments or sensitive data transmission. Instead, it is strongly advised to use more secure protocols like SSL/TLS (SSL) or SASL (SASL_PLAINTEXT or SASL_SSL) to ensure data confidentiality, integrity, and authentication between clients and brokers.

**Answer:** C",
293,security-questions2-q20,Security,Questions2,20,No,Which security protocol in Kafka provides encryption for data in transit but does not offer authentication?,PLAINTEXT,SASL_PLAINTEXT,SSL,SASL_SSL,,,C,"In Kafka, the SSL security protocol provides encryption for data in transit between clients and brokers but does not offer authentication. When the SSL protocol is used, all the data exchanged between clients and brokers is encrypted using SSL/TLS, ensuring confidentiality and integrity of the data. However, SSL alone does not handle authentication of the clients or brokers. It focuses solely on encrypting the communication channel. To achieve authentication in conjunction with encryption, you need to use the SASL_SSL protocol, which combines SSL encryption with SASL authentication. Alternatively, you can use SSL with separate authentication mechanisms like client certificates or Kerberos.

**Answer:** C",
294,security-questions3-q21,Security,Questions3,21,No,Which security protocol in Kafka provides both encryption and authentication for client-broker communication?,PLAINTEXT,SASL_PLAINTEXT,SSL,SASL_SSL,,,D,"**Answer:** D

**Explanation:**
The SASL_SSL security protocol in Kafka provides both encryption and authentication for client-broker communication. SASL_SSL combines the benefits of SSL/TLS encryption with SASL authentication mechanisms. When SASL_SSL is used, the data exchanged between clients and brokers is encrypted using SSL/TLS, ensuring confidentiality and integrity. Additionally, SASL authentication is employed to authenticate the clients and brokers. SASL (Simple Authentication and Security Layer) supports various authentication mechanisms, such as PLAIN, SCRAM, and GSSAPI (Kerberos). By using SASL_SSL, you can achieve both encryption and authentication in a single protocol, providing a high level of security for your Kafka cluster.",
295,topic-questions1-q1,Topic,Questions1,1,Yes,Which of the following statements about `acks` and `min.insync.replicas` are true? (Select all that apply),"`acks` is a producer configuration, while `min.insync.replicas` is a topic configuration",`acks` and `min.insync.replicas` are both producer configurations,`acks` and `min.insync.replicas` are both topic configurations,`acks=all` and `min.insync.replicas=1` provides the strongest durability guarantee,`acks=1` and `min.insync.replicas=2` provides the strongest durability guarantee,"For `acks=all` to provide any additional durability over `acks=1`, `min.insync.replicas` must be greater than 1","A, F","**Answer:** A, F

**Explanation:**
`acks` and `min.insync.replicas` are two crucial configurations in Kafka that work together to control the durability of writes:

- `acks` is a producer configuration that specifies how many acknowledgments the producer requires the leader to have received before considering a write successful.
- `min.insync.replicas` is a topic-level configuration (which can also be set as a broker default) that specifies the minimum number of replicas that must acknowledge a write for the write to be considered successful.

For `acks=all` to provide any additional durability guarantee over `acks=1`, `min.insync.replicas` must be set to a value greater than 1. If `min.insync.replicas=1`, then `acks=all` and `acks=1` are effectively equivalent, as the leader will acknowledge the write as soon as it has been written to its own log, regardless of the state of the followers.

- B and C are incorrect because `acks` and `min.insync.replicas` are configurations at different levels (producer and topic/broker, respectively).
- D is incorrect because `acks=all` with `min.insync.replicas=1` is no stronger than `acks=1`.
- E is incorrect because `acks=1` does not interact with `min.insync.replicas` at all, so this combination does not provide the strongest durability guarantee.",
296,topic-questions1-q2,Topic,Questions1,2,No,What is the relationship between `unclean.leader.election.enable` and `min.insync.replicas`?,They control the same thing and should always be set to the same value,`unclean.leader.election.enable` overrides `min.insync.replicas`,They are independent and one does not affect the other,"If `unclean.leader.election.enable=true`, `min.insync.replicas` can be violated during leader election",,,D,"**Answer:** D

**Explanation:**
`unclean.leader.election.enable` and `min.insync.replicas` are two Kafka configurations that can interact in certain scenarios:

- `unclean.leader.election.enable` is a broker configuration that controls whether a replica that is out of sync with the leader can be elected as the new leader if the existing leader fails.
- `min.insync.replicas` is a topic-level configuration that specifies the minimum number of replicas that must be in-sync with the leader for writes to succeed.

Normally, a replica that is not fully in-sync with the leader cannot be elected as the new leader. This protects against data loss, as an out-of-sync replica may be missing some of the latest messages.

However, if `unclean.leader.election.enable` is set to `true`, this protection is disabled. In this case, if all the in-sync replicas fail and only out-of-sync replicas remain, one of those out-of-sync replicas can be elected as the new leader. This can violate `min.insync.replicas` and potentially lead to data loss, but it allows the partition to remain available.

- A and C are incorrect because the two configurations do not control the same thing and they are not completely independent.
- B is incorrect because `unclean.leader.election.enable` does not override `min.insync.replicas`, it just allows it to be violated in certain edge cases.",
297,topic-questions1-q3,Topic,Questions1,3,No,A Kafka cluster has 3 brokers. You create a topic with 6 partitions and 2 consumers in a consumer group subscribed to this topic. What is the maximum number of partitions that can be assigned to a single consumer?,1,2,3,6,,,D,"**Answer:** D

**Explanation:**
In Kafka, the number of partitions assigned to each consumer in a consumer group depends on the total number of partitions and the number of consumers. Kafka's goal is to evenly distribute partitions among consumers, but if there are more partitions than consumers, some consumers will necessarily handle more partitions.

In this case, with 6 partitions and 2 consumers, the maximum number of partitions that can be assigned to a single consumer is 6. This would happen if one consumer is assigned 4 partitions and the other is assigned 2 partitions.

It's important to note that having more partitions than consumers is a valid and common configuration. It allows for adding more consumers later to scale out consumption throughput.

- A, B, and C are incorrect because they do not represent the maximum possible assignment. With 6 partitions and 2 consumers, it's possible for a consumer to be assigned more than 3 partitions.",
298,topic-questions1-q4,Topic,Questions1,4,No,A topic has 10 partitions and a replication factor of 3. There are 2 consumers in a consumer group subscribed to this topic. The cluster has 5 brokers. How would the partitions be assigned to the consumers to achieve maximum throughput?,"Consumer 1: Partitions 0-4, Consumer 2: Partitions 5-9","Consumer 1: Partitions 0-9 and 0-1 replicas, Consumer 2: Partitions 0-9 and 3. replicas","Consumer 1: Partitions 0, 1, 2, Consumer 2: Partitions 3, 4, 5, Unassigned: 6, 7, 8, 9",Consumer 1: Partitions 0-9,,,A,"**Answer:** A

**Explanation:**
To achieve maximum throughput, Kafka aims to evenly distribute the partitions among the available consumers in a consumer group. This allows for parallel consumption of data.

In this case, with 10 partitions and 2 consumers, the optimal distribution for maximum throughput is:

- Consumer 1: Partitions 0, 1, 2, 3, 4
- Consumer 2: Partitions 5, 6, 7, 8, 9

This way, each consumer handles 5 partitions, and all partitions are being consumed concurrently.

The replication factor and the number of brokers do not directly affect the partition assignment to consumers. The replication factor is about data durability and the number of brokers is about the cluster's capacity, but the consumer-partition assignment is handled independently by the consumer group coordinator.

- B is not acceptable because consumer groups do not consume from different replicas.
- C is suboptimal because it leaves some partitions unassigned, reducing total throughput.
- D is incorrect because it assigns all partitions to a single consumer, eliminating the benefits of parallel consumption.",
299,topic-questions1-q5,Topic,Questions1,5,No,Which of the following statements about Kafka topic configurations is true?,Topic configurations can only be set when a topic is first created and cannot be changed later,Topic configurations can be changed dynamically using the `kafka-configs.sh` tool,Topic configurations are stored in Zookeeper and are not accessible through the Kafka broker,Topic configurations are stored in the Kafka broker's configuration file and require a broker restart to take effect,,,B,"**Answer:** B

**Explanation:**
In Kafka, topic configurations can be changed dynamically using the `kafka-configs.sh` tool without requiring a broker restart.

Kafka provides a way to modify topic configurations on the fly through the `kafka-configs.sh` command-line tool. This tool allows you to alter topic configurations such as retention policy, replication factor, and other topic-level settings.

When you modify a topic configuration using `kafka-configs.sh`:

1. The updated configuration is stored in Zookeeper.
2. The Kafka brokers read the updated configuration from Zookeeper and apply the changes to the topic.
3. The changes take effect immediately without requiring a restart of the Kafka brokers.

This dynamic configuration capability allows for flexibility in managing topic settings without impacting the availability of the Kafka cluster.

Statement A is incorrect because topic configurations can be changed after a topic is created. You don't have to define all configurations upfront and stick with them permanently.

Statement C is partially correct but incomplete. Topic configurations are indeed stored in Zookeeper, but they are also accessible through the Kafka brokers. The brokers read the configurations from Zookeeper and apply them to the topics.

Statement D is incorrect because topic configurations are not stored in the broker's configuration file. They are stored in Zookeeper, and changes do not require a broker restart.",
300,topic-questions1-q6,Topic,Questions1,6,No,What is the default cleanup policy for Kafka topics?,Delete,Compact,Delete and Compact,None,,,A,"**Answer:** A


**Explanation:**
The default cleanup policy for Kafka topics is ""Delete"".

In Kafka, the cleanup policy determines how Kafka handles old log segments when the retention time or size limit is reached. There are two cleanup policies available:

1. Delete: This is the default policy. When the retention time or size limit is reached, Kafka deletes old log segments to free up space. This means that old messages are permanently removed based on the retention configuration.

2. Compact: With the compact policy, Kafka periodically compacts the log by removing obsolete records based on the message key. If a key appears multiple times in the log, only the latest value is retained, and the older duplicates are discarded. This is useful for maintaining a changelog or snapshot of the latest state for each key.

- B. default, when you create a new topic in Kafka, the cleanup policy is set to ""Delete"". This means that Kafka will automatically delete old log segments based on the retention time or size limit configured for the topic.

If you want to use the ""Compact"" policy for a topic, you need to explicitly set it using the topic configuration `cleanup.policy=compact`. This can be done when creating the topic or by modifying the topic configuration later.

Statements B and C are incorrect because they do not represent the default cleanup policy. ""Compact"" is not the default, and ""Delete and Compact"" is not a valid cleanup policy option.

Statement D is incorrect because Kafka does have a default cleanup policy, which is ""Delete"". It is not the case that no cleanup policy is set by default.",
301,zookeeper-questions1-q1,Zookeeper,Questions1,1,No,What is the purpose of the `process.roles` configuration in KRaft mode?,"To specify whether the server acts as a controller, broker, or both",To set the unique identifier for the server,To define the listeners used by the controller,To configure the metrics reporter for the server,,,A,"**Answer:** A

**Explanation:**
In KRaft mode, the `process.roles` configuration is used to specify whether the server acts as a controller, broker, or both. This configuration is mandatory for KRaft mode and determines the role of the server in the Kafka cluster.

- If set to `broker`, the server operates only as a broker.
- If set to `controller`, the server operates as a controller only.
- If set to `broker,controller`, the server operates in combined mode as both a broker and a controller. However, this mode is not supported for production use.

B, C, and D are incorrect because they do not describe the purpose of the `process.roles` configuration. The unique identifier is set using `node.id`, the listeners used by the controller are defined by `controller.listener.names`, and the metrics reporter is configured separately.",
302,zookeeper-questions1-q2,Zookeeper,Questions1,2,No,What is the recommended value for `process.roles` in a production KRaft cluster?,"`broker,controller`",`broker` for broker nodes and `controller` for controller nodes,`controller` for all nodes,Leave `process.roles` unconfigured,,,B,"**Answer:** B

**Explanation:**
In a production KRaft cluster, it is recommended to separate the roles of brokers and controllers. This means setting `process.roles` to `broker` for nodes that act as Kafka brokers and `controller` for nodes that act as controllers.

Separating the roles provides better isolation and allows for independent scaling of brokers and controllers based on the workload requirements. It also aligns with the best practices for deploying a resilient and scalable Kafka cluster.

A is incorrect because combined mode (`broker,controller`) is not supported for production use. It is only suitable for development and testing purposes.

C is incorrect because having all nodes as controllers would not leave any nodes to handle the actual data storage and message processing.

D is incorrect because leaving `process.roles` unconfigured would mean the cluster is not running in KRaft mode, and would default to the older ZooKeeper-based controller quorum.",
303,zookeeper-questions1-q3,Zookeeper,Questions1,3,No,What is the purpose of the `controller.quorum.voters` configuration in KRaft mode?,To specify the listeners used by the controllers,To set the minimum number of in-sync replicas for the controller quorum,To define the list of voters in the controller quorum,To configure the metrics reporter for the controllers,,,C,"**Answer:** C

**Explanation:**
In KRaft mode, the `controller.quorum.voters` configuration is used to define the list of voters in the controller quorum. This configuration specifies the set of KRaft controllers that participate in the quorum for controller leader election and metadata management.

The `controller.quorum.voters` configuration is a comma-separated list of KRaft controller IDs, each in the format of `{id}@{host}:{port}`. For example:

controller.quorum.voters=1@controller1:9093,2@controller2:9093,3@controller3:9093

All the controllers specified in this list form the voting group for leader election and participate in the metadata replication process.

A is incorrect because the listeners used by the controllers are configured using the `controller.listener.names` property.

B is incorrect because the minimum number of in-sync replicas is not applicable to the controller quorum. The controller quorum operates based on a majority voting system.

D is incorrect because the metrics reporter is configured separately and is not related to the `controller.quorum.voters` configuration.",
304,zookeeper-questions1-q4,Zookeeper,Questions1,4,No,What is the minimum number of controllers required for a KRaft cluster?,1,2,3,4,,,C,"**Answer:** C

**Explanation:**
In a KRaft cluster, the minimum number of controllers required is 3. This is because KRaft uses a majority voting system for leader election and metadata replication.

To achieve a quorum and maintain fault tolerance, the number of controllers in the cluster must be an odd number and at least 3. With 3 controllers, the cluster can tolerate the failure of a single controller while still maintaining a majority for decision making.

Having only 1 or 2 controllers (options A and B) would not provide fault tolerance, as the failure of a single controller would render the cluster unable to make progress.

Having 4 controllers (option D) is a valid configuration but is not the minimum required. The typical recommendation is to have 3 or 5 controllers in a KRaft cluster, depending on the desired level of fault tolerance.",
305,zookeeper-questions1-q5,Zookeeper,Questions1,5,No,What happens if a majority of the controllers in a KRaft cluster become unavailable?,The cluster remains operational with reduced performance,The cluster automatically elects a new set of controllers,The cluster becomes unavailable until a majority of controllers are restored,The brokers take over the responsibilities of the controllers,,,C,"**Answer:** C

**Explanation:**
In a KRaft cluster, if a majority of the controllers become unavailable, the cluster becomes unavailable until a majority of controllers are restored. This is because KRaft relies on a quorum-based system for metadata management and leader election.

When a majority of controllers are unavailable, the remaining controllers do not have enough votes to form a quorum and make decisions. This means that no new leader can be elected, and no metadata changes can be processed. As a result, the cluster becomes unavailable, and no read or write operations can be performed.

To restore the cluster's availability, a majority of the controllers must be brought back online. Once a majority is available, the controllers can elect a leader and resume metadata processing, allowing the cluster to become operational again.

A is incorrect because the cluster does not remain operational with reduced performance. It becomes completely unavailable until a majority of controllers are restored.

B is incorrect because the cluster does not automatically elect a new set of controllers. The existing controllers must be restored to regain a majority.

D is incorrect because the brokers do not take over the responsibilities of the controllers. In KRaft mode, the controllers are separate from the brokers and have specific roles in metadata management.",
306,zookeeper-questions1-q6,Zookeeper,Questions1,6,No,What is the purpose of the `kafka-storage` tool in KRaft mode?,To configure the storage directories for Kafka brokers,To manage the Kafka consumer offsets,To generate a cluster ID and format storage directories,To monitor the disk usage of Kafka brokers,,,C,"**Answer:** C

**Explanation:**
In KRaft mode, the `kafka-storage` tool is used to generate a cluster ID and format the storage directories for Kafka brokers and controllers. This is a necessary step before starting the Kafka cluster.

The `kafka-storage` tool provides two important commands:

1. `random-uuid`: Generates a new cluster ID for the Kafka cluster. For example:

   bin/kafka-storage random-uuid

2. `format`: Formats the storage directories for each broker and controller using the cluster ID. For example:

   bin/kafka-storage format -t <cluster-id> -c <path-to-config-file>

Formatting the storage directories initializes them with the necessary metadata and prepares them for use by the Kafka brokers and controllers.

A is incorrect because the `kafka-storage` tool does not configure the storage directories. It formats them using the cluster ID.

B is incorrect because managing consumer offsets is not the purpose of the `kafka-storage` tool. Consumer offsets are managed internally by Kafka.

D is incorrect because monitoring the disk usage of Kafka brokers is not the responsibility of the `kafka-storage` tool. There are separate monitoring tools and metrics for tracking disk usage.",
307,zookeeper-questions1-q7,Zookeeper,Questions1,7,No,What is the default location for the Kafka metadata log in KRaft mode?,The first directory specified in the `log.dirs` configuration,The directory specified in the `metadata.log.dir` configuration,The directory specified in the `controller.log.dir` configuration,The Kafka data directory,,,A,"**Answer:** A

**Explanation:**
In KRaft mode, the default location for the Kafka metadata log is the first directory specified in the `log.dirs` configuration. If `log.dirs` contains multiple directories, the first directory in the list will be used to store the metadata log.

For example, if `log.dirs` is configured as follows:

log.dirs=/data/kafka-logs-1,/data/kafka-logs-2

The metadata log will be stored in the `/data/kafka-logs-1` directory by default.

To explicitly specify a different directory for the metadata log, you can use the `metadata.log.dir` configuration. If `metadata.log.dir` is set, it will override the default location derived from `log.dirs`.

B is incorrect because `metadata.log.dir` is not the default location. It is an optional configuration that overrides the default location.

C is incorrect because `controller.log.dir` is not a valid configuration in KRaft mode. The metadata log is not specific to controllers.

D is incorrect because there is no specific ""Kafka data directory"" in KRaft mode. The metadata log is stored in the directory specified by `log.dirs` or `metadata.log.dir`.",
